customer_id,recharge_frequency,avg_recharge_amount,sim_age_months,call_stability,late_payment_ratio,avg_delay_days,upi_transaction_freq,credit_debit_ratio,location_stability,commute_regularity,daily_app_opens,avg_session_minutes,default_risk,default_probability
TRN_002827,4.856188482001924,729.43,38,0.3765,0.0592,0,12,1.35,15,3.66,5,6.4,0,0.3025
TRN_002828,2.2394198096689846,298.83,39,0.3551,0.1414,0,7,1.08,13,4.36,5,11.7,0,0.3499
TRN_002829,2.98965111848403,843.68,26,0.0366,0.2553,8,8,1.15,21,3.91,4,8.4,0,0.1872
TRN_002830,5.040136036874905,567.83,32,0.2063,0.1804,0,17,0.73,16,2.89,4,11.3,0,0.25
TRN_002831,3.6323014522087886,422.46,54,0.4746,0.316,7,10,1.34,18,4.59,2,4.2,0,0.3369
TRN_002832,5.69702288571382,430.18,38,0.3528,0.215,6,8,0.98,22,4.49,1,9.2,0,0.389
TRN_002833,2.245259055113436,502.94,11,0.5309,0.2394,7,10,1.25,6,1.54,1,5.2,0,0.2828
TRN_002834,3.7660514888837384,455.13,42,0.5266,0.0897,0,14,1.53,8,2.41,2,6.8,0,0.2309
TRN_002835,4.044399285852599,271.42,59,0.0783,0.2667,10,10,1.31,21,3.89,7,9.8,0,0.3451
TRN_002836,3.9418472368139392,430.32,8,0.2227,0.1812,0,14,0.63,18,4.72,3,8.3,0,0.3995
TRN_002837,5.595824068869375,372.08,7,0.5026,0.2517,5,13,1.07,14,4.61,1,11.4,0,0.3356
TRN_002838,3.168624994160333,746.8,22,0.7615,0.3143,6,14,1.23,16,1.82,3,5.7,0,0.2749
TRN_002839,3.9713940037774167,415.04,28,0.1317,0.2215,11,7,1.27,16,1.67,2,9.5,0,0.2559
TRN_002840,4.35335218329386,633.78,48,0.7169,0.2075,11,9,1.04,19,4.15,2,2.5,0,0.0719
TRN_002841,2.590654325990272,508.95,49,0.71,0.0653,0,11,0.74,16,4.02,6,8.0,0,0.0773
TRN_002842,4.721465766487863,644.3,33,0.1261,0.1244,0,10,0.89,17,3.67,4,6.7,0,0.3745
TRN_002843,3.5064376883944535,810.38,36,0.2715,0.1394,0,12,1.2,15,1.87,2,8.7,0,0.2629
TRN_002844,5.354104112202515,356.28,29,0.5242,0.1108,0,8,0.83,15,1.07,3,6.4,0,0.3192
TRN_002845,2.947423730936178,723.14,52,0.4425,0.1785,0,11,0.99,15,4.78,2,12.1,0,0.2701
TRN_002846,2.9865400975514946,509.52,29,0.0578,0.1326,0,8,1.09,18,4.71,3,7.6,0,0.3646
TRN_002847,5.56379318824933,438.71,55,0.528,0.0855,0,12,0.77,18,3.32,4,6.2,0,0.1616
TRN_002848,4.250062689478193,298.86,39,0.1173,0.0382,0,12,1.11,19,2.22,2,8.7,0,0.3936
TRN_002849,4.512918928377785,329.89,7,0.1218,0.2172,6,10,0.99,24,1.63,3,10.5,0,0.2187
TRN_002850,4.5966192834213295,441.61,11,0.6002,0.3113,10,2,1.31,19,4.07,4,11.4,0,0.3108
TRN_002851,4.071809083490426,521.06,23,0.2348,0.1948,0,10,1.32,18,4.73,3,11.5,0,0.4319
TRN_002852,2.79588619924138,730.26,44,0.3425,0.0574,0,5,0.96,25,1.26,2,5.0,0,0.2765
TRN_002853,5.72743964142829,412.9,7,0.26,0.0948,0,8,0.94,17,1.33,4,12.0,0,0.2719
TRN_002854,2.4388008165988984,594.57,31,0.089,0.3535,6,13,1.24,17,3.28,2,3.7,0,0.3689
TRN_002855,3.892083572934108,354.65,32,0.3118,0.0185,0,5,1.08,16,1.04,6,9.6,0,0.242
TRN_002856,6.337467687380835,354.25,46,0.1787,0.2853,11,10,1.69,11,3.1,2,10.4,0,0.4856
TRN_002857,3.0255714030757046,496.77,36,0.4654,0.13,0,8,0.88,11,2.27,1,6.4,0,0.2529
TRN_002858,2.1381368656496926,297.47,25,0.4511,0.1178,0,9,1.17,17,3.71,3,6.8,0,0.0375
TRN_002859,5.5862271663987375,348.55,11,0.0153,0.2659,5,10,1.56,16,3.2,1,8.9,0,0.4401
TRN_002860,4.041879532527627,716.4,59,0.0408,0.1588,0,12,0.63,19,3.79,2,11.4,0,0.4076
TRN_002861,3.5515136171250443,682.48,56,0.1777,0.4559,14,17,1.1,21,2.54,2,10.9,0,0.2807
TRN_002862,2.3791635664261546,501.04,52,0.6741,0.2722,5,10,0.9,17,4.76,1,7.1,0,0.3152
TRN_002863,2.13609402164744,522.32,38,0.1779,0.3028,9,7,0.9,16,2.05,2,10.6,0,0.3434
TRN_002864,3.025969172792188,344.33,43,0.2594,0.1457,0,14,0.69,19,1.27,3,6.4,0,0.3062
TRN_002865,4.2642497762664195,454.62,40,0.271,0.2613,4,15,1.11,22,3.95,4,12.9,0,0.3398
TRN_002866,5.337868298409799,626.77,14,0.3778,0.3434,2,8,1.11,20,4.36,2,8.0,0,0.2172
TRN_002867,3.058386115234721,395.22,52,0.2372,0.0552,0,10,1.09,11,1.01,3,6.9,0,0.1562
TRN_002868,6.3219904130412825,507.64,11,0.4525,0.1964,0,9,1.08,19,1.97,6,8.1,0,0.2467
TRN_002869,3.2246570973189232,721.74,30,0.25,0.1742,0,10,1.16,27,2.34,5,13.6,0,0.4028
TRN_002870,5.059864659283037,640.31,35,0.3066,0.0384,0,9,0.84,15,2.34,1,4.5,0,0.2895
TRN_002871,6.883582821246357,512.11,58,0.1218,0.4122,4,7,0.86,14,3.08,1,5.9,0,0.5044
TRN_002872,1.571038523206628,647.46,6,0.6294,0.1295,0,10,1.04,16,3.2,6,10.6,0,0.1648
TRN_002873,5.632527106220934,656.86,56,0.4402,0.1407,0,7,1.61,14,3.96,5,4.5,0,0.0994
TRN_002874,5.157843345223114,574.17,10,0.2413,0.2025,7,8,1.0,20,1.35,2,6.6,0,0.4088
TRN_002875,5.846208179053854,716.93,36,0.2182,0.2182,10,18,0.85,19,1.95,2,8.0,0,0.2481
TRN_002876,1.0,289.01,12,0.1942,0.3005,2,9,0.92,14,2.53,3,5.7,0,0.35
TRN_002877,4.052777368562138,562.01,22,0.2607,0.3609,8,9,1.03,18,4.65,3,2.5,0,0.4056
TRN_002878,2.11711219482041,539.03,13,0.4231,0.3802,2,8,1.26,18,1.35,4,8.1,0,0.262
TRN_002879,2.608332242532741,400.97,13,0.5942,0.1789,0,13,0.89,21,3.65,1,7.4,0,0.2402
TRN_002880,4.302375143596988,886.71,23,0.0419,0.2599,9,7,1.29,20,3.22,3,6.7,0,0.3692
TRN_002881,5.772031551598665,309.98,48,0.081,0.1889,0,11,1.28,27,3.39,5,8.5,0,0.5803
TRN_002882,1.8860358267678072,392.2,17,0.1015,0.2214,5,10,1.13,16,1.53,5,7.8,0,0.4178
TRN_002883,6.621699450971868,703.94,25,0.1903,0.1176,0,16,0.93,24,2.68,5,10.1,0,0.3369
TRN_002884,5.059852219581176,418.76,36,0.158,0.1664,0,12,1.11,17,2.34,3,13.5,0,0.2727
TRN_002885,2.246507457978227,794.16,60,0.1224,0.1901,0,10,1.47,18,4.82,6,6.9,0,0.2084
TRN_002886,5.9626117993638506,552.22,21,0.4683,0.2912,6,8,0.99,9,4.09,4,10.7,0,0.1551
TRN_002887,3.5618421641863356,673.66,57,0.3222,0.0801,0,10,0.88,25,3.35,2,6.0,0,0.2092
TRN_002888,1.1355360663268064,604.04,8,0.2222,0.1071,0,13,1.21,13,3.47,1,7.3,0,0.448
TRN_002889,5.325663004949696,539.18,19,0.3852,0.4505,9,10,1.43,26,2.73,2,5.4,0,0.4133
TRN_002890,3.746331455141961,296.58,15,0.2766,0.122,0,10,1.02,21,3.25,3,1.8,0,0.1509
TRN_002891,5.132430796804724,348.03,43,0.2731,0.1437,0,6,1.12,13,2.89,4,5.5,0,0.2549
TRN_002892,3.7175117894454783,385.9,38,0.2611,0.4617,5,14,0.36,20,1.72,2,5.6,0,0.4598
TRN_002893,1.9276571503407198,703.43,20,0.2319,0.173,0,13,1.07,17,1.48,6,8.5,0,0.222
TRN_002894,3.8613325411689927,387.73,11,0.0668,0.1292,0,15,1.2,17,2.53,4,11.1,0,0.2542
TRN_002895,3.91362457034405,762.72,43,0.6945,0.1414,0,7,1.33,18,2.73,5,3.9,0,0.0127
TRN_002896,3.0047155652563844,373.64,22,0.4199,0.2223,7,6,0.88,18,2.53,1,11.6,0,0.4115
TRN_002897,3.79079978738549,408.95,42,0.174,0.1949,0,9,0.85,15,4.58,5,8.2,0,0.1721
TRN_002898,2.689839281016339,384.41,37,0.2648,0.1256,0,9,1.14,18,4.6,6,7.2,0,0.3172
TRN_002899,3.9995948867116633,492.57,8,0.2137,0.204,6,11,0.6,25,3.59,4,4.2,0,0.5525
TRN_002900,4.5424298486659005,314.3,35,0.1623,0.0763,0,8,1.13,14,1.01,3,8.0,0,0.2183
TRN_002901,4.492693179227993,333.82,44,0.3117,0.2401,3,8,1.32,13,1.81,1,8.1,0,0.2876
TRN_002902,3.594194115318765,691.46,13,0.274,0.1092,0,12,1.73,25,2.71,1,9.8,0,0.3718
TRN_002903,4.544277341747069,669.34,40,0.3196,0.3199,6,12,0.93,29,2.74,5,6.5,0,0.3773
TRN_002904,2.1384119054607478,760.89,40,0.5366,0.1743,0,10,1.08,15,2.0,3,1.7,0,0.3526
TRN_002905,2.529582983646142,274.51,12,0.0584,0.0284,0,11,1.2,18,2.5,7,5.8,0,0.4591
TRN_002906,2.877878158746445,600.0,13,0.2059,0.1851,0,11,1.63,21,3.54,3,7.3,0,0.4301
TRN_002907,4.289214471394456,537.66,45,0.3055,0.0735,0,9,1.21,18,1.87,3,7.1,0,0.2713
TRN_002908,6.271617083163326,457.43,42,0.2685,0.0718,0,8,0.82,22,3.87,1,6.3,0,0.3167
TRN_002909,3.784112245052099,316.75,49,0.0513,0.106,0,10,0.71,26,3.14,4,7.7,0,0.1778
TRN_002910,4.099570248167758,276.7,60,0.187,0.2251,6,8,1.07,20,1.25,4,7.4,0,0.4477
TRN_002911,4.113951972119282,232.8,41,0.3845,0.27,5,12,1.13,16,2.45,1,5.4,0,0.2634
TRN_002912,1.7283485034914499,847.74,24,0.3439,0.3474,8,12,0.74,16,1.91,1,8.3,0,0.3333
TRN_002913,2.109742919962996,621.15,56,0.1876,0.1181,0,12,1.09,20,1.99,3,8.2,0,0.3622
TRN_002914,6.925365328754408,589.51,39,0.1498,0.3756,8,6,1.2,17,3.32,3,9.3,0,0.4406
TRN_002915,4.766443263103625,475.8,5,0.6672,0.1797,0,10,1.31,20,1.14,2,10.0,0,0.3087
TRN_002916,3.77051176728103,585.43,55,0.2315,0.089,0,15,1.03,23,4.32,5,10.2,0,0.273
TRN_002917,1.8548870247700409,459.45,58,0.5651,0.1669,0,3,1.25,12,4.25,2,6.4,0,0.2538
TRN_002918,2.358478598196407,416.43,4,0.1185,0.3481,7,4,1.21,17,4.97,1,11.6,0,0.638
TRN_002919,1.813607187416154,435.04,8,0.1272,0.2355,5,7,1.14,14,3.11,2,8.8,0,0.4377
TRN_002920,2.0385225556419115,501.67,5,0.3421,0.1718,0,10,1.49,21,4.59,4,7.6,0,0.3975
TRN_002921,2.5593041799771443,438.37,44,0.216,0.1087,0,15,0.53,18,4.07,2,7.8,0,0.3034
TRN_002922,3.2066889768124507,412.7,52,0.196,0.258,5,7,0.56,17,3.29,3,8.3,0,0.4985
TRN_002923,6.080125459542674,462.78,39,0.5926,0.1305,0,6,0.58,22,1.87,5,11.0,0,0.146
TRN_002924,3.962682245793258,603.49,19,0.4114,0.2987,10,15,1.08,17,2.67,6,10.8,0,0.4408
TRN_002925,3.31657696304937,439.96,44,0.1404,0.2544,6,8,0.61,15,2.03,2,5.6,0,0.4447
TRN_002926,4.073144994754127,600.68,16,0.0288,0.1086,0,9,0.64,13,2.96,3,8.0,0,0.4912
TRN_002927,3.9322032522953942,383.9,52,0.3484,0.0867,0,3,1.43,23,1.48,5,8.7,0,0.2827
TRN_002928,2.5466728177790454,686.92,39,0.3902,0.2076,5,8,1.47,21,2.04,2,11.5,0,0.4147
TRN_002929,2.3584226887913617,231.9,29,0.1605,0.0772,0,16,1.03,25,4.21,4,13.5,0,0.3437
TRN_002930,2.9476515735062776,552.67,42,0.0966,0.2056,10,14,1.48,12,2.3,2,0.9,0,0.3426
TRN_002931,5.619191950798594,542.54,43,0.2604,0.1849,0,9,0.93,13,1.43,3,8.3,0,0.223
TRN_002932,4.288268275401973,607.9,4,0.1991,0.0628,0,16,1.37,21,1.51,3,8.1,0,0.2501
TRN_002933,4.481207169379577,562.41,34,0.3011,0.0694,0,14,0.82,19,1.47,1,5.0,0,0.2166
TRN_002934,1.9990900443091606,539.65,59,0.1927,0.4544,2,10,1.47,12,4.56,3,11.0,0,0.3151
TRN_002935,3.4663394451367324,396.32,43,0.1956,0.2185,5,10,1.12,18,3.71,4,8.8,0,0.2436
TRN_002936,3.92993069221342,514.11,37,0.3271,0.1133,0,6,0.85,17,1.04,3,7.1,0,0.3403
TRN_002937,6.982659797975914,463.61,21,0.2958,0.1582,0,10,1.31,17,2.22,3,10.2,0,0.2557
TRN_002938,3.6597160047199986,428.72,44,0.2152,0.2266,7,11,1.47,14,2.12,1,12.6,0,0.1632
TRN_002939,4.629612552837277,574.42,22,0.3969,0.1219,0,11,0.99,23,3.37,5,8.0,0,0.2637
TRN_002940,2.7969798520754363,324.33,33,0.3642,0.2131,6,10,0.8,23,3.83,2,10.5,0,0.1796
TRN_002941,5.750121676736481,569.06,18,0.4107,0.1306,0,7,1.65,13,3.7,5,8.0,0,0.2509
TRN_002942,3.9938908930828885,343.09,54,0.2889,0.3201,9,17,1.23,26,2.23,4,8.2,0,0.2314
TRN_002943,4.113350853237509,391.85,54,0.2156,0.1461,0,4,0.68,13,1.7,3,11.9,0,0.308
TRN_002944,2.3344082203117233,471.62,46,0.0347,0.2785,9,7,1.34,15,4.12,6,1.4,0,0.3155
TRN_002945,4.932288961149791,315.34,28,0.2157,0.3097,5,5,1.18,25,3.0,4,9.2,0,0.3053
TRN_002946,5.760252562703952,492.5,22,0.3371,0.0828,0,9,1.43,14,4.44,1,8.4,0,0.2116
TRN_002947,8.005601445038886,406.78,32,0.0614,0.0955,0,10,1.21,24,4.15,8,5.9,0,0.3715
TRN_002948,4.930675789665833,216.03,7,0.575,0.1959,0,11,1.31,15,2.5,4,11.3,0,0.2249
TRN_002949,3.6168497120758514,327.02,47,0.3173,0.1788,0,11,1.01,21,3.15,3,6.0,0,0.5117
TRN_002950,2.124411036627068,624.05,6,0.2969,0.1978,0,14,0.96,20,2.52,4,8.0,0,0.1815
TRN_002951,5.951140218960436,593.74,13,0.1085,0.2733,9,18,1.33,22,3.37,1,7.5,0,0.2309
TRN_002952,4.218476075720748,746.64,31,0.5115,0.279,6,7,0.69,22,1.01,6,7.0,0,0.2471
TRN_002953,3.4773070680675997,161.4,29,0.2975,0.1068,0,12,0.89,18,1.94,1,8.2,0,0.2858
TRN_002954,3.200053690673256,538.54,33,0.1757,0.2288,5,6,1.12,10,1.42,1,7.4,0,0.2725
TRN_002955,4.230975260996417,290.42,32,0.0811,0.1885,0,13,1.48,18,4.67,3,10.2,0,0.345
TRN_002956,4.2114238978654415,515.16,16,0.2265,0.1923,0,9,0.53,20,2.75,3,12.8,0,0.3714
TRN_002957,2.757509418441237,719.63,24,0.1632,0.3136,13,8,1.74,14,3.32,5,5.9,0,0.4693
TRN_002958,4.461422255826093,399.33,41,0.1742,0.4372,8,9,0.77,22,3.66,4,4.3,0,0.6401
TRN_002959,5.676938894031073,670.36,12,0.2663,0.4613,5,13,0.81,15,1.77,2,8.3,0,0.2854
TRN_002960,3.6767129596449637,557.31,23,0.1583,0.2315,6,10,1.18,22,2.99,5,6.9,0,0.2599
TRN_002961,5.484588221112936,550.27,58,0.2074,0.0773,0,18,1.29,19,1.85,1,13.3,0,0.068
TRN_002962,3.3218359475856825,581.35,48,0.2856,0.3829,4,10,0.18,17,2.08,6,9.5,0,0.4025
TRN_002963,4.263982217389104,666.16,23,0.3171,0.1935,0,5,0.85,25,4.4,4,5.7,0,0.3804
TRN_002964,3.972601116840644,428.78,49,0.1241,0.1902,0,9,0.61,22,3.26,4,11.6,0,0.3229
TRN_002965,2.7946329288250835,436.93,58,0.3788,0.0786,0,16,0.83,20,3.02,3,8.4,0,0.4699
TRN_002966,4.74128114469764,463.81,25,0.1507,0.1203,0,10,1.21,14,1.67,3,6.0,0,0.3581
TRN_002967,3.389680827996645,589.08,28,0.1941,0.1694,0,11,0.9,14,1.53,4,6.2,0,0.3787
TRN_002968,4.6428371815686456,568.41,11,0.3698,0.1713,0,10,1.11,19,3.47,2,7.6,0,0.1951
TRN_002969,4.555719022815364,595.42,51,0.1796,0.2876,10,11,1.26,24,3.51,2,9.7,0,0.4764
TRN_002970,3.5188265169739954,149.38,26,0.1864,0.1122,0,12,0.88,16,4.73,2,5.6,0,0.354
TRN_002971,1.276482060556254,522.88,35,0.0943,0.0911,0,9,1.01,16,2.75,2,11.3,0,0.3768
TRN_002972,6.2735223381992355,706.31,38,0.2082,0.1224,0,10,0.74,17,3.31,5,6.4,0,0.3503
TRN_002973,3.072408235461268,633.62,9,0.2859,0.3563,6,13,1.12,14,1.64,1,11.3,0,0.5296
TRN_002974,2.366017685175343,414.3,23,0.1176,0.3473,6,4,1.03,20,1.47,4,8.1,0,0.3798
TRN_002975,5.031765319846189,407.98,18,0.3291,0.4986,3,11,0.55,13,1.68,2,8.9,0,0.3051
TRN_002976,4.5562712299726975,501.33,32,0.4419,0.2495,9,10,1.39,13,1.03,2,7.0,0,0.3418
TRN_002977,3.46570976069291,432.55,10,0.2846,0.3693,6,11,1.41,18,1.96,2,6.4,0,0.3609
TRN_002978,4.476651164442502,706.12,20,0.2553,0.0922,0,6,0.91,18,1.65,1,6.6,0,0.3021
TRN_002979,2.8370793661833273,612.97,31,0.1867,0.3597,9,7,1.32,28,1.14,1,4.3,0,0.4876
TRN_002980,4.596854911492485,436.54,18,0.147,0.0777,0,8,1.51,28,1.62,2,6.6,0,0.3528
TRN_002981,3.3421917853748866,600.27,12,0.0629,0.3057,9,14,1.02,16,3.89,3,5.3,0,0.4949
TRN_002982,2.633260590826446,492.99,9,0.3209,0.14,0,6,1.02,21,4.83,5,3.7,0,0.1506
TRN_002983,5.345559558150471,361.82,6,0.4092,0.3194,12,7,1.41,19,4.87,3,2.8,0,0.3505
TRN_002984,2.75171408515698,344.06,21,0.2199,0.3078,12,10,1.21,24,1.88,8,4.3,0,0.3906
TRN_002985,3.30589450683555,646.76,27,0.4893,0.0784,0,6,1.11,17,1.96,3,10.5,0,0.4103
TRN_002986,4.007328474824878,391.38,58,0.5249,0.315,8,9,1.07,7,1.62,2,3.6,0,0.2914
TRN_002987,7.562066154762778,605.46,42,0.1544,0.1855,0,4,1.06,26,1.68,1,7.6,0,0.2773
TRN_002988,4.004734258649348,714.24,29,0.2672,0.2211,8,7,0.71,20,4.38,4,6.0,0,0.2466
TRN_002989,4.802450502049106,513.18,18,0.3674,0.2678,8,5,1.46,16,2.83,2,9.3,0,0.3668
TRN_002990,3.0069398434401844,319.21,58,0.4905,0.1413,0,8,1.17,16,3.21,3,9.5,0,0.1826
TRN_002991,2.49559346107635,331.4,60,0.1899,0.0551,0,10,0.9,14,1.17,1,6.4,0,0.0781
TRN_002992,1.0,623.77,13,0.2901,0.3239,7,10,0.69,19,3.13,1,8.6,0,0.3423
TRN_002993,4.621408044132722,265.59,55,0.1113,0.3422,8,6,0.92,21,2.69,3,7.3,0,0.4107
TRN_002994,2.3477115450040933,389.9,23,0.484,0.0428,0,9,1.13,13,2.94,2,5.0,0,0.1778
TRN_002995,3.851065601357818,546.49,39,0.4567,0.2706,8,9,0.98,18,1.36,5,7.5,0,0.4315
TRN_002996,3.324730899491374,413.25,49,0.5381,0.095,0,8,1.15,16,2.57,4,9.9,0,0.2849
TRN_002997,5.190663155620637,494.77,23,0.1182,0.0717,0,12,1.62,11,3.96,2,4.5,0,0.337
TRN_002998,5.360759802988692,411.3,15,0.098,0.2415,6,8,0.94,26,1.87,3,8.4,0,0.3821
TRN_002999,1.6838693813902212,656.9,51,0.5041,0.3087,7,12,1.11,23,3.63,3,10.0,0,0.2033
TRN_003000,1.847008275116862,523.73,13,0.3656,0.3115,10,8,1.3,20,3.85,3,8.7,0,0.2261
TRN_003001,5.6314478152942185,612.0,34,0.0419,0.2572,8,15,0.94,19,4.94,1,6.0,0,0.4106
TRN_003002,3.099706492346007,619.72,35,0.2374,0.1217,0,14,1.26,19,3.24,3,15.2,0,0.4703
TRN_003003,4.158891955508478,320.75,32,0.0829,0.1649,0,13,0.99,15,4.44,5,6.0,0,0.4977
TRN_003004,4.668855363293498,843.45,34,0.1813,0.0853,0,10,1.19,19,3.26,5,8.2,0,0.3165
TRN_003005,1.0,544.66,59,0.1172,0.0566,0,9,0.95,13,1.43,3,6.7,0,0.3826
TRN_003006,1.8101519899180563,796.76,22,0.3992,0.1954,0,11,1.16,23,2.7,2,5.7,0,0.371
TRN_003007,5.947725837646249,461.5,34,0.6221,0.1351,0,12,0.64,15,4.62,5,10.7,0,0.2107
TRN_003008,1.8035224527101827,620.37,4,0.1619,0.4532,5,10,1.56,20,1.48,2,8.7,0,0.3802
TRN_003009,4.987682799414251,364.45,8,0.2645,0.2559,5,9,1.08,12,3.85,2,6.6,0,0.3715
TRN_003010,2.5488494433706417,263.28,28,0.1228,0.3362,8,11,1.38,18,4.19,1,9.6,0,0.3811
TRN_003011,4.473659731687327,546.34,35,0.4773,0.0593,0,14,1.18,20,3.85,1,10.1,0,0.1263
TRN_003012,1.4452959787912385,679.22,32,0.4494,0.1879,0,7,0.91,14,4.02,6,5.8,0,0.2145
TRN_003013,1.0216583239922201,365.58,18,0.7747,0.2144,9,12,1.17,13,3.65,4,10.8,0,0.0943
TRN_003014,5.760927244687252,573.9,16,0.4262,0.2447,9,12,1.6,14,4.72,5,8.1,0,0.2024
TRN_003015,5.422465270939983,950.86,40,0.3981,0.0399,0,17,1.53,20,2.6,2,7.5,0,0.0648
TRN_003016,2.637130046521181,604.89,25,0.3582,0.1447,0,11,1.31,18,2.85,2,6.5,0,0.2904
TRN_003017,5.96097483702601,425.09,6,0.2679,0.2729,6,8,0.65,22,2.59,4,10.5,0,0.2668
TRN_003018,1.118326613916115,341.91,6,0.3289,0.0153,0,8,1.14,19,4.56,2,14.9,0,0.1844
TRN_003019,3.372976800993631,357.2,21,0.621,0.1387,0,13,0.8,28,4.55,5,4.1,0,0.226
TRN_003020,5.961114704224893,600.88,34,0.4795,0.5163,5,14,1.16,20,3.24,5,7.2,0,0.5022
TRN_003021,3.8083251065341184,486.6,41,0.215,0.2109,9,11,1.15,18,4.81,2,9.4,0,0.3207
TRN_003022,5.3147666689119655,431.22,59,0.3037,0.1785,0,14,0.96,17,3.59,5,12.7,0,0.218
TRN_003023,3.6859491595208564,436.55,56,0.5074,0.0704,0,7,0.89,27,3.88,3,1.6,0,0.1447
TRN_003024,2.4361597386329596,748.65,44,0.0241,0.0632,0,9,1.09,13,4.28,5,6.8,0,0.3362
TRN_003025,2.7612774323911626,485.37,46,0.0381,0.4195,6,10,1.17,19,2.61,4,7.5,0,0.5298
TRN_003026,6.471125895520009,612.49,33,0.2199,0.4894,3,14,1.23,19,4.7,3,7.7,0,0.3385
TRN_003027,2.3021698838184674,655.84,21,0.1662,0.0638,0,10,1.99,26,3.56,2,6.2,0,0.2998
TRN_003028,6.5546374737574045,410.66,37,0.3977,0.1604,0,9,1.48,19,2.49,3,8.1,0,0.4363
TRN_003029,6.1525615611297475,441.84,3,0.4535,0.2538,10,11,1.13,14,2.99,2,10.2,0,0.3801
TRN_003030,5.132414536376416,502.5,57,0.2344,0.0843,0,11,1.44,19,2.15,3,8.4,0,0.26
TRN_003031,5.766359763088431,437.43,9,0.3636,0.4146,7,17,1.37,13,4.91,5,4.2,0,0.2033
TRN_003032,2.426895150621608,602.37,30,0.4776,0.1444,0,8,1.24,9,4.79,1,6.8,0,0.2038
TRN_003033,3.0556561076752944,547.6,11,0.1559,0.2807,9,17,1.2,24,4.78,4,6.8,0,0.2974
TRN_003034,3.507808878737922,339.68,59,0.52,0.3329,3,13,0.88,13,4.94,2,8.1,0,0.4117
TRN_003035,1.8761352989751474,590.87,19,0.2199,0.1577,0,16,1.45,21,2.53,5,12.3,0,0.2821
TRN_003036,3.576391035210845,542.64,49,0.8003,0.1571,0,6,0.94,13,2.5,2,3.6,0,0.1469
TRN_003037,4.2471583320376265,527.66,26,0.456,0.1912,0,13,0.73,19,2.73,1,3.9,0,0.37
TRN_003038,6.605777224637997,331.34,51,0.1516,0.2006,15,8,0.85,22,2.07,5,10.7,0,0.4866
TRN_003039,4.441666811236063,550.69,28,0.4123,0.3561,9,12,1.1,17,2.46,1,10.8,0,0.5327
TRN_003040,3.2342277753430766,297.82,26,0.0273,0.309,5,8,0.91,27,4.62,3,6.2,0,0.4112
TRN_003041,4.064721183696099,610.08,5,0.5494,0.3029,7,4,1.15,17,4.61,1,7.9,0,0.2605
TRN_003042,2.3889209904180375,522.64,28,0.202,0.1342,0,6,1.24,15,2.15,3,7.3,0,0.3576
TRN_003043,2.7592387768175186,386.35,6,0.1851,0.0875,0,14,1.21,18,1.94,3,12.2,0,0.122
TRN_003044,3.8894285455093356,668.99,39,0.1997,0.2854,5,14,0.46,33,1.07,5,9.3,0,0.2731
TRN_003045,3.170752190202715,547.24,38,0.2851,0.114,0,11,1.63,29,1.8,2,5.0,0,0.2577
TRN_003046,4.203216872901868,348.94,15,0.1842,0.0934,0,13,1.6,11,4.7,5,6.5,0,0.1833
TRN_003047,6.36521893351122,482.66,26,0.4922,0.2662,15,8,0.92,22,1.33,1,6.6,0,0.4322
TRN_003048,2.2907087164626185,625.22,38,0.1584,0.2517,4,11,1.16,22,1.96,3,6.2,0,0.2411
TRN_003049,4.05984096639838,528.53,21,0.3728,0.0253,0,11,0.94,19,3.31,2,3.2,0,0.0776
TRN_003050,4.293358719791586,346.39,7,0.4728,0.1107,0,13,0.92,22,4.83,3,3.3,0,0.079
TRN_003051,3.287723644732463,644.45,27,0.5084,0.0733,0,14,0.89,23,3.72,5,7.7,0,0.4022
TRN_003052,2.7349808244988996,624.53,35,0.206,0.1409,0,8,0.89,13,3.82,2,10.0,0,0.3348
TRN_003053,5.511816594625236,499.78,31,0.2423,0.4346,6,6,1.04,19,1.81,1,6.1,0,0.3778
TRN_003054,3.558758289590291,603.11,51,0.8092,0.2952,7,12,1.32,15,4.0,2,11.2,0,0.3522
TRN_003055,3.876522452991007,537.64,38,0.2223,0.5467,6,15,0.96,10,3.32,3,9.4,0,0.485
TRN_003056,3.8005757946641983,423.67,20,0.2198,0.2153,5,5,0.53,20,1.43,1,7.8,0,0.339
TRN_003057,4.535358323377931,709.5,55,0.1249,0.1674,0,10,1.2,28,3.12,1,15.1,0,0.3491
TRN_003058,2.4327646323644103,556.52,42,0.4574,0.2835,3,12,1.57,19,3.43,4,11.4,0,0.2734
TRN_003059,5.959913083142421,294.56,46,0.0683,0.0893,0,10,0.79,21,3.73,1,6.9,0,0.4258
TRN_003060,6.024699864877668,571.8,42,0.1018,0.0744,0,6,0.53,18,3.99,6,7.3,0,0.3788
TRN_003061,5.150038818450673,452.69,10,0.0945,0.2636,9,12,1.21,16,2.05,3,4.3,0,0.4454
TRN_003062,6.2913211234087765,630.42,11,0.4017,0.1718,0,10,1.12,14,1.72,1,11.6,0,0.2952
TRN_003063,4.989351833393156,667.62,9,0.4191,0.1545,0,8,0.81,22,1.47,3,7.0,0,0.3295
TRN_003064,5.889765855857181,548.72,28,0.0624,0.0644,0,13,0.64,19,4.82,4,5.0,0,0.4553
TRN_003065,2.0886065858887553,473.07,26,0.0901,0.1956,0,5,0.45,17,1.85,4,7.9,0,0.4146
